Headword ;Başlık;List 
hardy;dayanıklı;7k
harmonic;harmonik;7k
harmonise;uyumlu hale getirmek;7k
harp;arp;7k
hassle;güçlük;7k
havoc;hasar;7k
haze;pus;7k
headlight;far;7k
heady;baş döndürücü;7k
hearth;ocak;7k
hectic;ateşli;7k
hefty;iri;7k
helm;dümen;7k
heron;balıkçıl;7k
herring;ringa;7k
hideous;iğrenç;7k
hilarious;gülünç;7k
hind;arka;7k
hippy;hippi;7k
hispanic;İspanyol;7k
hitherto;şimdiye kadar;7k
hive;kovan;7k
hoard;istif;7k
hoarse;kısık;7k
hog;domuz;7k
homage;saygı;7k
hoof;toynak;7k
hooker;fahişe;7k
hoop;çember;7k
hoot;yuh;7k
hoover;elektrik süpürgesi;7k
horde;sürü;7k
hospice;darülaceze;7k
hostel;pansiyon;7k
humility;tevazu;7k
hump;kambur;7k
hustle;acele;7k
hydraulic;hidrolik;7k
hypertension;hipertansiyon;7k
hypocrisy;ikiyüzlülük;7k
hypocrite;ikiyüzlü;7k
iceberg;buzdağı;7k
icing;krema;7k
idiom;deyim;7k
illicit;yasa dışı;7k
immaculate;tertemiz;7k
impart;vermek;7k
impeccable;kusursuz;7k
impersonal;kişiliksiz;7k
inaugural;açılış;7k
incense;tütsü;7k
inception;başlangıç;7k
incest;ensest;7k
incite;kışkırtmak;7k
incongruous;uyumsuz;7k
inconsistency;tutarsızlık;7k
indebted;borçlu;7k
inexorable;amansız;7k
infamous;rezil;7k
infinity;sonsuzluk;7k
infrared;kızılötesi;7k
infuriate;çileden çıkarmak;7k
ingenious;ustaca;7k
ingest;yutmak;7k
inlet;giriş;7k
innate;doğuştan;7k
inseparable;ayrılmaz;7k
inset;ek;7k
insolvent;iflas etmiş;7k
instigate;kışkırtmak;7k
instil;aşılamak;7k
intermediary;aracı;7k
intone;makamlı okumak;7k
intoxicate;sarhoş etmek;7k
intravenous;intravenöz;7k
invalid;geçersiz;7k
inventive;yaratıcı;7k
inverse;ters;7k
invoice;fatura;7k
jab;yumruk;7k
jade;yeşim;7k
jagged;pürüzlü;7k
jargon;jargon;7k
jumble;karmakarışık;7k
jut;çıkıntı;7k
juxtapose;yan yana koymak;7k
kindle;tutuşmak;7k
kitten;yavru kedi;7k
lagoon;lagün;7k
lame;sakatlamak;7k
ledger;defter;7k
lest;diye;7k
leukaemia;lösemi;7k
libel;iftira;7k
liken;benzetmek;7k
livelihood;geçim kaynağı;7k
lofty;yüce;7k
longitudinal;boyuna;7k
lousy;berbat;7k
ludicrous;gülünç;7k
lull;sükunet;7k
lunar;ay;7k
luncheon;öğle yemeği;7k
lunge;hamle;7k
mafia;mafya;7k
maggot;kurtçuk;7k
mainframe;ana bilgisayar;7k
majestic;görkemli;7k
majors;ana dallar;7k
makeshift;geçici;7k
malaria;sıtma;7k
malicious;kötü niyetli;7k
mammoth;mamut;7k
manifesto;manifesto;7k
manslaughter;adam öldürme;7k
manure;gübre;7k
margarine;margarin;7k
marijuana;esrar;7k
mariner;denizci;7k
marrow;ilik;7k
mast;direk;7k
maternity;analık;7k
maxim;özdeyiş;7k
meagre;yetersiz;7k
meander;kıvrımlı;7k
mechanise;makineleştirmek;7k
mediocre;vasat;7k
mellow;yumuşak;7k
melon;kavun;7k
menopause;menopoz;7k
menstruate;regl olmak;7k
messiah;Mesih;7k
metabolic;metabolik;7k
methane;metan;7k
microbe;mikrop;7k
microprocessor;mikroişlemci;7k
midwife;ebe;7k
millimetre;milimetre;7k
misconception;yanlış kanı;7k
misconduct;suiistimal;7k
misfortune;talihsizlik;7k
misguided;yanlış yönlendirilmiş;7k
misplace;yanlış yere koymak;7k
misrepresent;yanlış beyanda bulunmak;7k
modulate;modüle etmek;7k
mogul;Moğol;7k
molest;taciz etmek;7k
morphology;morfoloji;7k
motel;motel;7k
motto;slogan;7k
muck;pislik;7k
muddle;karışıklık;7k
mugged;soyulmuş;7k
multi;çok;7k
multilateral;çok taraflı;7k
mural;duvar;7k
murky;karanlık;7k
mutant;mutant;7k
mutilate;sakatlamak;7k
muzzle;namlu;7k
narcotic;narkotik;7k
nasal;burun;7k
needy;muhtaç;7k
negate;olumsuzlamak;7k
negligible;ihmal edilebilir;7k
negro;zenci;7k
neon;neon;7k
nestle;yuva yapmak;7k
neural;sinirsel;7k
neurology;nöroloji;7k
nibble;kemirmek;7k
nip;kıstırmak;7k
nipple;meme ucu;7k
nomad;göçebe;7k
normative;normatif;7k
nostalgic;nostaljik;7k
notification;bildiri;7k
noun;isim;7k
nuance;nüans;7k
null;hükümsüz;7k
oasis;vaha;7k
oats;yulaf;7k
obituary;ölüm ilanı;7k
obliterate;yok etmek;7k
oblivious;habersiz;7k
obsolete;modası geçmiş;7k
ooze;sızmak;7k
opaque;opak;7k
optimum;optimum;7k
orchestrate;düzenlemek;7k
orchid;orkide;7k
ordain;emir;7k
orgasm;orgazm;7k
ornate;süslü;7k
orthodoxy;ortodoksluk;7k
outburst;patlama;7k
outnumber;sayıca fazla;7k
outpatient;ayakta tedavi gören;7k
outspoken;açık sözlü;7k
outstretched;uzanmış;7k
overdose;aşırı doz;7k
overdue;vadesi geçmiş;7k
overhang;çıkıntı;7k
overlay;kaplama;7k
overload;aşırı yük;7k
overpower;aşırı güç;7k
overrun;taşmak;7k
overshadow;gölgede bırakmak;7k
oversight;gözetim;7k
pageant;gösteri;7k
painstaking;özenli;7k
pane;bölme;7k
panorama;panorama;7k
panther;panter;7k
paramilitary;paramiliter;7k
paranoid;paranoyak;7k
parishioner;cemaat üyesi;7k
parity;parite;7k
parole;şartlı tahliye;7k
password;şifre;7k
paternal;baba tarafından;7k
peat;turba;7k
peck;gagalamak;7k
pee;işemek;7k
peek;göz atmak;7k
peep;dikizlemek;7k
pellet;pelet;7k
pelvis;pelvis;7k
penal;ceza;7k
penalise;cezalandırmak;7k
perceptible;algılanabilir;7k
perceptual;algısal;7k
permeate;sızmak;7k
perplex;şaşkın;7k
persevere;sebat etmek;7k
persona;kişilik;7k
personalise;kişiselleştirmek;7k
pertinent;ilgili;7k
pervert;sapık;7k
pessimistic;kötümser;7k
pew;sıra;7k
phantom;hayalet;7k
phenomenal;olağanüstü;7k
phony;sahte;7k
phosphate;fosfat;7k
photocopy;fotokopi;7k
photon;foton;7k
physiology;fizyoloji;7k
pictorial;resimli;7k
picturesque;pitoresk;7k
pineapple;ananas;7k
pious;dindar;7k
piston;piston;7k
pitfall;tuzak;7k
pixel;piksel;7k
placebo;plasebo;7k
platelet;trombosit;7k
platinum;platin;7k
platoon;müfreze;7k
playwright;oyun yazarı;7k
plaza;plaza;7k
ploy;hile;7k
plummet;düşmek;7k
plutonium;plütonyum;7k
pod;kapsül;7k
pollen;polen;7k
polytechnic;politeknik;7k
pomp;şatafatlı;7k
populist;popülist;7k
pore;gözenek;7k
porter;kapıcı;7k
postulate;varsaymak;7k
potassium;potasyum;7k
potency;kudret;7k
pouch;kese;7k
prairie;çayır;7k
precinct;bölge;7k
precursor;öncü;7k
predicament;çıkmaz;7k
predicate;yüklem;7k
predispose;yatkın hale getirmek;7k
predominate;baskın olmak;7k
preface;önsöz;7k
prehistoric;tarih öncesi;7k
prelude;başlangıç;7k
prerogative;ayrıcalık;7k
prick;dikmek;7k
prickle;karıncalanma;7k
primacy;öncelik;7k
primate;primat;7k
primer;astar;7k
pristine;bozulmamış;7k
profess;itiraf etmek;7k
proficient;usta;7k
profuse;bol;7k
prolific;üretken;7k
pronouncement;bildiri;7k
propensity;eğilim;7k
prophecy;kehanet;7k
propriety;uygunluk;7k
prostate;prostat;7k
proton;proton;7k
protracted;uzun süreli;7k
protrude;çıkıntı yapmak;7k
proverb;atasözü;7k
proxy;vekil;7k
pry;gözetlemek;7k
psalm;Mezmur;7k
psyche;ruh;7k
psychoanalyse;psikanaliz;7k
psychotic;psikotik;7k
puddle;su birikintisi;7k
pulp;kağıt hamuru;7k
pulpit;kürsü;7k
puncture;delik;7k
punitive;cezalandırıcı;7k
puritan;püriten;7k
quaint;antika;7k
quake;deprem;7k
que;kuyruk;7k
queer;kuir;7k
quirk;tuhaflık;7k
rabbi;haham;7k
radiator;radyatör;7k
rampant;başıboş;7k
ransom;fidye;7k
rasp;törpü;7k
raspberry;ahududu;7k
ravage;tahrip etmek;7k
raven;kuzgun;7k
rebate;indirim;7k
recapture;yeniden ele geçirmek;7k
recoil;geri tepme;7k
recourse;başvuru;7k
rectify;düzeltmek;7k
redesign;yeniden tasarlamak;7k
redress;telafi;7k
refute;çürütmek;7k
regal;muhteşem;7k
regimen;rejim;7k
rejoice;sevinmek;7k
relapse;nüksetme;7k
relent;merhamet etmek;7k
remit;havale etmek;7k
remorse;pişmanlık;7k
renal;böbrek;7k
repatriate;ülkesine geri göndermek;7k
repent;tövbe etmek;7k
repercussion;yankı;7k
repetitive;tekrarlayan;7k
replica;kopya;7k
repository;depo;7k
reproach;sitem;7k
reptile;sürüngen;7k
repudiate;reddetmek;7k
repute;itibar;7k
reshape;yeniden şekillendirmek;7k
resin;reçine;7k
resolute;kararlı;7k
respite;mola;7k
resurgence;yeniden diriliş;7k
retina;retina;7k
retract;geri çekmek;7k
reverberate;yansımak;7k
revoke;geri çekmek;7k
rift;yarık;7k
righteous;dürüst;7k
rivet;perçin;7k
rodent;kemirgen;7k
roe;karaca;7k
roost;tünemek;7k
rotor;rotor;7k
rouble;ruble;7k
rout;bozguna uğratmak;7k
rudiment;ilkel;7k
rueful;üzgün;7k
ruffle;fırfır;7k
rum;ROM;7k
rupture;kopma;7k
rustic;rustik;7k
sabotage;sabotaj;7k
sagebrush;adaçayı;7k
saline;tuzlu su;7k
saliva;tükürük;7k
sandal;sandalet;7k
sap;özsu;7k
sarcastic;alaycı;7k
saucer;tabak;7k
saviour;kurtarıcı;7k
savoury;lezzetli;7k
sawn;kesilmiş;7k
saxophone;saksafon;7k
scaffold;iskele;7k
scandinavia;İskandinavya;7k
schema;şema;7k
scold;azarlamak;7k
scorch;kavurucu;7k
scour;ovalamak;7k
scrupulous;titiz;7k
scum;pislik;7k
scurry;koşuşturma;7k
sear;kavurmak;7k
seclude;inzivaya çekilmek;7k
sect;mezhep;7k
sectarian;mezhepçi;7k
sedate;sakinleştirici;7k
seductive;baştan çıkarıcı;7k
seismic;sismik;7k
sequel;devamı;7k
shabby;eski püskü;7k
shack;kulübe;7k
shampoo;şampuan;7k
shingle;kiremit;7k
shortfall;eksiklik;7k
shrill;tiz;7k
shun;uzak durmak;7k
simplistic;basit;7k
skid;patinaj;7k
skipper;kaptan;7k
slant;eğimli;7k
slime;balçık;7k
sluggish;halsiz;7k
smother;boğmak;7k
smug;kendini beğenmiş;7k
snail;salyangoz;7k
snapshot;enstantane fotoğraf;7k
sneer;alay etmek;7k
snob;snob;7k
snore;horlama;7k
snug;rahat;7k
socioeconomic;sosyoekonomik;7k
solitude;yalnızlık;7k
soluble;çözünür;7k
soundly;sağlam bir şekilde;7k
spade;kürek;7k
spaghetti;spagetti;7k
spinach;ıspanak;7k
splendour;ihtişam;7k
spook;hayalet;7k
sporadic;ara sıra;7k
squeal;ciyaklama;7k
squirm;kıvranmak;7k
stables;ahırlar;7k
stale;bayat;7k
starch;nişasta;7k
stately;görkemli;7k
stationary;sabit;7k
staunch;sadık;7k
stealth;gizlilik;7k
stigma;damgalanma;7k
stint;süre;7k
stratify;katmanlaştırmak;7k
strenuous;yorucu;7k
strew;saçmak;7k
stronghold;kale;7k
strut;dikme;7k
stub;saplama;7k
stunt;gösteri;7k
subconscious;bilinçaltı;7k
sublime;yüce;7k
substantiate;kanıtlamak;7k
substrate;alt tabaka;7k
subtlety;incelik;7k
subtract;çıkarma;7k
subversive;yıkıcı;7k
subway;metro;7k
suffocate;boğulmak;7k
supernatural;doğaüstü;7k
supersede;yerini almak;7k
supremacy;üstünlük;7k
surmount;aşmak;7k
surrogate;vekil;7k
swan;kuğu;7k
swathe;sargı;7k
swerve;yoldan çıkmak;7k
swivel;döner;7k
syllabus;müfredat;7k
symposium;sempozyum;7k
syringe;şırınga;7k
systemic;sistemik;7k
tacit;örtülü;7k
tact;incelik;7k
taint;leke;7k
tantalise;baştan çıkarmak;7k
taper;konik;7k
tapestry;goblen;7k
tar;katran;7k
tatter;yırtık pırtık;7k
taut;gergin;7k
taxonomy;taksonomi;7k
teddy;oyuncak;7k
tedious;sıkıcı;7k
teller;veznedar;7k
temperate;ılıman;7k
tempered;temperlenmiş;7k
template;şablon;7k
tempo;tempo;7k
tendon;tendon;7k
tenet;ilke;7k
tenor;tenor;7k
tentacle;dokunaç;7k
terrestrial;karasal;7k
thaw;erimek;7k
theorise;teorileştirmek;7k
thereof;onun;7k
thrift;tutumluluk;7k
throng;kalabalık;7k
throttle;gaz kelebeği;7k
thud;gümbürtü;7k
thug;haydut;7k
timid;ürkek;7k
tinge;renk tonu;7k
tingle;karıncalanma;7k
tinker;tamircilik;7k
tint;renk tonu;7k
tit;baştankara;7k
titan;titan;7k
toad;kurbağa;7k
toil;zahmet;7k
tonic;tonik;7k
tornado;kasırga;7k
torrent;sel;7k
torso;gövde;7k
tort;haksız fiil;7k
traitor;hain;7k
trajectory;yörünge;7k
tram;tramvay;7k
tramp;serseri;7k
trample;ayaklar altına almak;7k
transfuse;kan nakli yapmak;7k
transgress;ihlal;7k
transnational;ulusötesi;7k
transparency;şeffaflık;7k
trawl;trol;7k
treason;ihanet;7k
trendy;modaya uygun;7k
trespass;izinsiz giriş;7k
trillion;trilyon;7k
trooper;asker;7k
trough;çukur;7k
truce;ateşkes;7k
trudge;zorla yürümek;7k
tuft;püskül;7k
tweed;tüvit;7k
twinkle;pırıltı;7k
tyranny;zorbalık;7k
uncanny;esrarengiz;7k
undercover;gizli;7k
undercut;alttan kesilmiş;7k
unix;unix;7k
unnerve;cesaretini kırmak;7k
unto;üzerine;7k
unwitting;farkında olmadan;7k
upbringing;yetiştirme;7k
upholster;döşemek;7k
upland;yüksek arazi;7k
upstream;yukarı akış;7k
utilitarian;faydacı;7k
utmost;azami;7k
utopia;ütopya;7k
vampire;vampir;7k
vanguard;öncü;7k
vanilla;vanilya;7k
vantage;bakış açısı;7k
varnish;vernik;7k
veer;yön değiştirmek;7k
vehement;şiddetli;7k
venetian;Venedik;7k
vengeance;intikam;7k
venom;zehir;7k
vie;rekabet;7k
vindicate;haklı çıkarmak;7k
vinyl;vinil;7k
violet;menekşe;7k
viral;viral;7k
vodka;votka;7k
vogue;moda;7k
vowel;sesli harf;7k
vulgar;kaba;7k
wag;şaka;7k
ware;eşya;7k
warhead;savaş başlığı;7k
watershed;dönüm noktası;7k
watt;vat;7k
whack;vurmak;7k
whereabouts;nerede;7k
whim;heves;7k
whoop;haydut;7k
wistful;hüzünlü;7k
womb;rahim;7k
wooded;ormanlık;7k
workout;antrenman yapmak;7k
wrath;gazap;7k
wreath;çelenk;7k
wriggle;kıpırdamak;7k
wring;sıkmak;7k
writ;yazmak;7k
wrought;dövme;7k
yogurt;yoğurt;7k
zinc;çinko;7k
aback;şaşkın;8k
abc;ABC;8k
abhor;tiksinmek;8k
abstain;çekimser kalmak;8k
abstinence;yoksunluk;8k
accession;katılım;8k
accomplice;suç ortağı;8k
acoustic;akustik;8k
adhesive;yapıştırıcı;8k
adjunct;yardımcı;8k
admissible;kabul edilebilir;8k
adobe;kerpiç;8k
afloat;yüzer;8k
afore;önce;8k
aft;kıç;8k
agrarian;tarım;8k
algebra;cebir;8k
alight;yanmak;8k
allure;cazibe;8k
allusion;ima;8k
aloft;yukarıda;8k
aloof;uzak;8k
amalgamate;birleştirmek;8k
amiable;sevimli;8k
amiss;yanlış;8k
amp;amfi;8k
amplitude;genlik;8k
amputate;ampute etmek;8k
analogue;analog;8k
ancestry;soy;8k
anew;yeniden;8k
animosity;düşmanlık;8k
annihilate;yok etmek;8k
annuity;yıllık gelir;8k
antagonism;düşmanlık;8k
antecedent;öncül;8k
anterior;ön;8k
anthology;antoloji;8k
antic;antika;8k
antidote;panzehir;8k
antigen;antijen;8k
aperture;açıklık;8k
apex;zirve;8k
apiece;her biri;8k
append;eklemek;8k
appreciable;kayda değer;8k
apprehensive;endişeli;8k
appropriable;uygun;8k
aptitude;yetenek;8k
archaic;arkaik;8k
arduous;çetin;8k
aromatic;aromatik;8k
arsenal;cephanelik;8k
assent;onay;8k
asteroid;asteroit;8k
astrology;astroloji;8k
astute;zeki;8k
attenuate;zayıflatmak;8k
attire;kıyafet;8k
auburn;kumral;8k
auspices;himaye;8k
autistic;otistik;8k
autocrat;otokrat;8k
automotive;otomotiv;8k
autopsy;otopsi;8k
avenge;intikam almak;8k
axle;aks;8k
babble;gevezelik;8k
backfire;geri tepme;8k
baggy;bol;8k
ballistic;balistik;8k
banal;banal;8k
bandit;haydut;8k
barber;berber;8k
barter;takas;8k
basal;bazal;8k
basil;reyhan;8k
bask;güneşlenmek;8k
baton;baton;8k
bazaar;çarşı;8k
beau;güzelim;8k
beaver;kunduz;8k
beech;kayın;8k
beep;bip sesi;8k
beet;pancar;8k
beige;bej;8k
belated;gecikmiş;8k
beleaguer;kuşatmacı;8k
belie;inanmak;8k
belligerent;kavgacı;8k
bemuse;şaşkına çevirmek;8k
benefactor;hayırsever;8k
beset;kuşatılmış;8k
besiege;kuşatmak;8k
bicker;çekişme;8k
bigot;bağnaz;8k
bikini;bikini;8k
billow;dalgalı;8k
binge;alem;8k
biochemical;biyokimyasal;8k
biodiversity;biyolojik çeşitlilik;8k
biographer;biyografi yazarı;8k
biomass;biyokütle;8k
birch;huş ağacı;8k
blacksmith;demirci;8k
blaspheme;küfür;8k
blindfold;göz bağı;8k
blizzard;kar fırtınası;8k
bloat;kabartmak;8k
blockbuster;gişe rekorları kıran film;8k
blurt;patlak vermek;8k
boar;domuz;8k
bogey;umacı;8k
bogus;sahte;8k
bolshevik;Bolşevik;8k
bon;iyi şanslar;8k
bonanza;bolluk;8k
bonnet;kaporta;8k
boon;nimet;8k
bosom;kucak;8k
brash;atılgan;8k
brawl;kavga;8k
brigadier;tuğgeneral;8k
broccoli;brokoli;8k
brothel;genelev;8k
budge;kıpırdamak;8k
buggy;arabalı;8k
bullshit;saçmalık;8k
butler;kahya;8k
buttock;kalça;8k
buttress;payanda;8k
byte;bayt;8k
cabaret;kabare;8k
cache;önbellek;8k
cactus;kaktüs;8k
cafeteria;kafeterya;8k
caffeine;kafein;8k
camcorder;kamera;8k
canine;köpek;8k
cannibal;yamyam;8k
cant;yapamamak;8k
captivate;büyülemek;8k
carbonate;karbonat;8k
carcinogen;kanserojen;8k
carnivore;etobur;8k
cashier;kasiyer;8k
casing;kasa;8k
casket;tabut;8k
catalyse;katalize etmek;8k
catapult;mancınık;8k
caucus;kurultay;8k
celestial;göksel;8k
celibacy;bekarlık;8k
cello;çello;8k
censure;kınama;8k
centrifuge;santrifüj;8k
chandelier;avize;8k
chariot;savaş arabası;8k
chassis;şasi;8k
chaste;iffetli;8k
chateau;şato;8k
chauffeur;şoför;8k
chloride;klorür;8k
cholera;kolera;8k
christen;vaftiz etmek;8k
chrome;krom;8k
chute;oluk;8k
circa;yaklaşık;8k
circumvent;atlatmak;8k
citadel;kale;8k
citrus;narenciye;8k
clam;deniz tarağı;8k
clandestine;gizli;8k
clarinet;klarnet;8k
cliche;klişe;8k
clientele;müşteri;8k
clover;yonca;8k
cobalt;kobalt;8k
cobra;kobra;8k
codify;sistemleştirmek;8k
cognition;bilişsellik;8k
cola;kola;8k
coli;koli;8k
collage;kolaj;8k
collateral;teminat;8k
collude;gizlice anlaşmak;8k
colossal;devasa;8k
com;iletişim;8k
combo;karma;8k
commons;ortak alanlar;8k
commotion;kargaşa;8k
commune;komün;8k
composure;soğukkanlılık;8k
compulsive;kompulsif;8k
concerted;uyumlu;8k
concise;kısa ve öz;8k
concomitant;eşlik eden;8k
condescend;küçümsemek;8k
condone;bağışlamak;8k
conducive;iletken;8k
confection;şekerleme;8k
congenital;doğuştan;8k
conifer;kozalaklı ağaç;8k
conjecture;varsayım;8k
consecrate;kutsamak;8k
consequential;sonuçsal;8k
consonant;ünsüz;8k
constrict;daraltmak;8k
consummate;tamamlamak;8k
corollary;sonuç;8k
coronation;taç giyme töreni;8k
corroborate;doğrulamak;8k
cortex;korteks;8k
countenance;yüz;8k
counteract;karşı koymak;8k
counterfeit;sahte;8k
countess;kontes;8k
courier;kurye;8k
courteous;nazik;8k
courtship;kur;8k
coworker;iş arkadaşı;8k
cremate;yakmak;8k
criminology;kriminoloji;8k
cringe;utandırıcı;8k
croak;vıraklamak;8k
crutch;koltuk değneği;8k
cubicle;bölme;8k
cubism;kübizm;8k
cuckoo;guguk kuşu;8k
cull;itlaf;8k
cumbersome;hantal;8k
curfew;sokağa çıkma yasağı;8k
custard;muhallebi;8k
daisy;papatya;8k
darn;kahretsin;8k
deadlock;çıkmaz;8k
debilitate;zayıflatmak;8k
debit;borç;8k
decadence;çöküş;8k
deceit;aldatma;8k
defame;karalamak;8k
deforest;ormansızlaştırmak;8k
defuse;etkisiz hale getirmek;8k
dehydrate;suyunu kurutmak;8k
delve;araştırmak;8k
demoralise;demoralize etmek;8k
depose;ifade vermek;8k
derby;derbi;8k
derelict;sahipsiz;8k
determinate;belirli;8k
detest;nefret etmek;8k
detour;dolambaçlı yol;8k
devout;dindar;8k
dew;çiy;8k
dichotomy;ikilik;8k
din;gürültü;8k
disaffect;hoşnutsuz olmak;8k
disarray;kargaşa;8k
disband;dağıtmak;8k
discernible;fark edilebilir;8k
discord;anlaşmazlık;8k
discursive;söylemsel;8k
disengage;devre dışı bırakmak;8k
disgruntled;hoşnutsuz;8k
disinterested;ilgisiz;8k
dislodge;yerinden çıkarmak;8k
disobedient;itaatsiz;8k
disrespect;saygısızlık;8k
dissociate;ayrışmak;8k
distraught;perişan;8k
divisive;bölücü;8k
doctorate;doktora;8k
dogma;dogma;8k
dogmatic;dogmatik;8k
domesticate;evcilleştirmek;8k
domino;domino;8k
dormant;hareketsiz;8k
doughnut;çörek;8k
drab;sıkıcı;8k
dreary;kasvetli;8k
drench;sırılsıklam;8k
dude;dostum;8k
duel;düello;8k
duet;düet;8k
easel;şövale;8k
eclectic;eklektik;8k
edgy;sinirli;8k
edible;yenilebilir;8k
eel;yılanbalığı;8k
effluent;atık;8k
elapse;geçmek;8k
elate;sevinçli;8k
elective;seçmeli;8k
electrify;elektriklendirmek;8k
elliptical;eliptik;8k
elucidate;açıklamak;8k
embankment;set;8k
embryonic;embriyonik;8k
empress;imparatoriçe;8k
encapsulate;kapsüllemek;8k
encase;kaplamak;8k
endemic;endemik;8k
enigmatic;esrarengiz;8k
entirety;bütünlük;8k
entourage;çevre;8k
enumerate;numaralandırmak;8k
envisage;tasavvur etmek;8k
epithelial;epitelyal;8k
epitomise;özetlemek;8k
epoch;dönem;8k
eschew;kaçınmak;8k
espionage;casusluk;8k
esquire;emir subayı;8k
etiquette;görgü kuralları;8k
eucharist;kutsal tören;8k
euphoria;coşku;8k
evangelist;müjdeci;8k
evasion;kaçınma;8k
exalt;yüceltmek;8k
excrete;salgılamak;8k
exhale;nefes vermek;8k
expatriate;gurbetçi;8k
extort;gasp etmek;8k
extrapolate;tahminde bulunmak;8k
exude;sızmak;8k
fad;moda;8k
fairs;fuarlar;8k
fallacy;yanılgı;8k
fallible;yanılabilir;8k
fang;diş;8k
fasts;oruç;8k
feign;numara yapmak;8k
felon;suçlu;8k
fervour;şevk;8k
fetter;pranga;8k
fetus;fetüs;8k
fiancee;nişanlısı;8k
fiasco;fiyasko;8k
fidget;kıpır kıpır;8k
figurative;mecazi;8k
fillet;fileto;8k
fir;köknar;8k
fiver;beşlik;8k
flagging;işaretleme;8k
flail;sallanmak;8k
flamboyant;gösterişli;8k
flannel;pazen;8k
flask;şişe;8k
fleck;benek;8k
fleece;yapağı;8k
flimsy;çürük;8k
flounder;pisi balığı;8k
folklore;folklor;8k
foray;basmak;8k
forlorn;kimsesiz;8k
forte;güçlü;8k
fraught;dolu;8k
freckle;çil;8k
freshman;birinci sınıf öğrencisi;8k
friar;rahip;8k
frill;fırfır;8k
frivolous;anlamsız;8k
froth;köpük;8k
gait;yürüyüş;8k
gale;fırtına;8k
gallant;cesur;8k
